q 255819491
q 418480621
q 281480259
q 9046941
q 696738557
q 338410691
q 315057773
q 638008253
q 5995837
q 88428547
q 392760941
q 375470973
q 667891197
q 4750333
q 117411267
q 403538077
q 276421117
q 20392701
q 136400323
q 526942365
q 273199869
q 471889213
q 98541565
q 669100995
q 690691949
q 296588157
q 37300221
q 407796733
q 482466755
q 621436781
q 303845187
q 336303507
q 101173539
q 605804819
q 395874525
q 635616707
q 26234771
q 317632733
q 625859331
q 694141027
q 87827731
q 558560803
q 495678189
q 228038269
q 177199677
q 636837693
q 151436227
q 586602653
q 699560195
q 14764131
q 638282771
q 85302563
q 616389091
q 37662493
q 525602557
q 281735677
q 512257795
q 259857773
q 393787011
q 494640029
q 278389053
q 461906883
q 476202653
q 124370691
q 256801133
q 653913987
q 215423901
q 251252931
q 389846371
q 41885411
q 349316835
q 545515027
q 666133715
q 102988509
q 162799869
q 160654653
q 589422595
q 264092819
q 505070803
q 490312237
q 278868291
q 416094365
q 177586435
q 172685213
q 680845507
q 50608749
q 338680765
q 641318851
q 512287331
q 440279571
q 573495085
q 528891517
q 381638717
q 379248445
q 414730499
q 464979555
q 569794333
q 277823229
q 61302531
q 603012461
q 692306365
q 102538243
q 601687405
q 122035587
q 249354643
q 161107667
q 143709731
q 581340909
q 400283325
q 238185277
q 453924413
q 143226429
q 483030589
q 359131389
q 57787907
q 675198307
q 661799917
q 93108867
q 683264109
q 447776579
q 227635043
q 217484573
q 624952829
q 644406467
q 407824995
q 158222573
q 558789507
q 536832403
q 248362451
q 388051501
q 216103811
q 46005859
q 233229027
q 183449315
q 652728813
q 434654275
q 5328019
q 533348819
q 124010275
q 156520173
q 329954371
q 297557859
q 219047139
q 241682147
q 510872557
q 91448765
q 397805251
q 490435475
q 522191069
q 156523837
q 55447613
q 348391683
q 286076259
q 52508701
q 158641469
q 590464829
q 196780739
q 79006563
q 200414493
q 464130819
q 263440285
q 124400125
q 285367357
q 586047491
q 111015277
q 315308925
q 227233987
q 131936413
q 23826371
q 241496941
q 373636739
q 376711267
q 629566179
q 577343459
q 378986781
q 74913341
q 599486013
q 691626499
q 4521107
q 116901075
q 423259603
q 137021229
q 636335235
q 555768477
q 396720701
q 374632899
q 485564317
q 624390403
q 200826771
q 322448675
q 606431507
q 545378525
q 578410755
q 506835555
q 95456493
q 477396035
q 102177181
q 599503101
q 288935485
q 436525117
q 343359997
q 449043907
q 551100269
q 566838659
q 291290013
q 459258429
q 577935357
q 401720893
q 422703811
q 21063533
q 454261373
q 268958269
q 489756931
q 117188461
q 687740029
q 52480515
q 117613981
q 136274749
q 536191939
q 648450659
q 173925149
q 641590467
q 27798125
q 602364861
q 401267715
q 37037725
q 293774141
q 225548803
q 661586835
q 224982739
q 161582883
q 425481491
q 117237725
q 647276285
q 358146557
q 625677827
q 165760611
q 308851427
q 51112221
q 19366659
q 643787117
q 313487235
q 92428397
q 206099069
q 344504893
q 85291517
q 561428989
q 269516093
q 260333565
q 653785091
q 537628259
q 248306147
q 688833053
q 567172099
q 681070947
q 166758429
q 388737987
q 252554397
q 70789437
q 44370627
q 354537875
q 171504349
q 617885693
q 536361725
q 65443389
q 159344189
q 102131965
q 213953853
q 109090877
q 300661699
q 571395693
q 282494339
q 159781229
q 635953027
q 192977005
q 456207747
q 678130029
q 523162237
q 117777155
q 549047453
q 367222787
q 49502109
q 519513859
q 564310173
q 564864771
q 401332125
q 676244029
q 305961475
q 647170973
q 251656451
q 55662739
q 228175139
q 517566493
q 596950589
q 68355011
q 319774829
q 110525053
q 542263357
q 261921021
q 508849149
q 170207741
q 330203901
q 455739395
q 219772259
q 590862365
q 186682621
q 567215043
q 82055523
q 474292717
q 79642237
q 550934467
q 127812243
q 315609821
q 691438653
q 26163005
q 386119229
q 640141571
q 259828637
q 18584061
q 371293379
q 332821139
q 699594787
q 183487203
q 8569875
q 392575955
q 329816019
q 434618413
q 297633725
q 106929603
q 632772461
q 514138813
q 2217469
q 272678659
q 559010963
q 531870765
q 72912963
q 58533011
q 331811037
q 173741251
q 155547235
q 612112621
q 50620995
q 547317139
q 367423533
q 130427069
q 556160061
q 348260605
q 440927427
q 512861027
q 585471459
q 269621533
q 259783997
q 297331197
q 282586429
q 88283587
q 669083501
q 489688899
q 115386467
q 55662307
q 210228205
q 439371645
q 139462653
q 301769469
q 69252291
q 467882643
q 396122579
q 678656477
q 342384893
q 382225603
q 696602979
q 247787235
q 684913181
q 456776707
q 567187091
q 236839981
q 546796925
q 539469309
q 448013053
q 386465085
q 154422211
q 7706979
q 413673709
q 107135811
q 157840029
q 197676803
q 25291629
q 52424579
q 399333779
q 685526739
q 281771987
q 24987437
q 674717885
q 587701699
q 695622291
q 211484893
q 656495811
q 163975059
q 59204317
q 170831299
q 408894365
q 130676739
q 637313379
q 362976237
q 299755453
q 246570947
q 361506973
q 9030147
q 48203411
q 379147299
q 75403283
q 93371181
q 148171901
q 440928829
q 5952195
q 645309331
q 268431651
q 294130157
q 34285955
q 676092003
q 55042077
q 361602877
q 25140419
